[00:02:24] *** Joins: rgherdt__ (~rgherdt@2a01:598:d036:698b:4f59:ac7:3ad8:3320)
[00:02:31] *** Joins: gaqwas (~john@dynamic-095-118-123-231.95.118.pool.telefonica.de)
[00:04:55] *** Quits: rgherdt_ (~rgherdt@2a01:598:d038:d67f:f4bd:95ae:c30:7222) (Ping timeout: 250 seconds)
[00:05:46] *** Quits: scymtym (~user@2001:638:504:20e6:6ac3:87e0:e782:f3fc) (Ping timeout: 260 seconds)
[00:05:48] *** Quits: Brucio-92 (~Brucio-92@2001:638:504:20e6:6ac3:87e0:e782:f3fc) (Ping timeout: 250 seconds)
[00:16:33] *** Quits: gaqwas (~john@dynamic-095-118-123-231.95.118.pool.telefonica.de) (Remote host closed the connection)
[00:19:02] *** Quits: tophullyte (tophullyte@gateway/vpn/protonvpn/tophullyte) (Quit: Leaving)
[18:02:46] <phoe> and you need that mechanism to be extensible
[18:03:17] <phoe> (defvar *recognizers* '()) + (pushnew 'foo+bar:bar-recognizer foo:*recognizers*) sounds like it can do the job
[18:04:57] *** Quits: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475) (Ping timeout: 240 seconds)
[18:06:05] *** Quits: rgherdt__ (~rgherdt@2a01:598:d03d:7413:d93:cf16:2283:cb2a) (Ping timeout: 250 seconds)
[18:08:28] <jkordani> phoe: beach: thanks all
[18:12:36] <etimmons> jkordani: I haven't followed the whole conversation, but you may find something like https://gitlab.common-lisp.net/cl-tar/cl-tar-file/-/blob/main/src/peeking-stream.lisp interesting
[18:12:55] <etimmons> It's a gray stream that lets you peek at an arbitrary number of elements
[18:14:13] <etimmons> I use it to read enough bytes to determine if a stream has the gzip magic bytes and if so, pass it off to chipz for decompression
[18:14:13] *** Quits: amb007 (~a_bakic@host.26.88.68.195.rev.coltfrance.com) (Read error: Connection reset by peer)
[18:14:57] *** Joins: amb007 (~a_bakic@host.26.88.68.195.rev.coltfrance.com)
[18:15:10] <phoe> etimmons: can I borrow that for a CLR recipe?
[18:15:10] *** Quits: amb007 (~a_bakic@host.26.88.68.195.rev.coltfrance.com) (Read error: Connection reset by peer)
[18:15:26] *** Joins: amb007 (~a_bakic@host.26.88.68.195.rev.coltfrance.com)
[18:16:24] <etimmons> Sure! Just be sure to let me know if you find any bugs or improvements that could be made :)
[18:16:40] <phoe> yes, I'll borrow the test suite too :D
[18:16:45] <phoe> (and/or expand on it)
[18:17:12] <etimmons> hmmm... Now you're making me realize I don't test that in isolation
[18:17:21] <etimmons> I can add a few tests
[18:17:22] <phoe> yes, I am making you realize that
[18:17:23] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[18:17:51] <etimmons> :)
[18:18:00] <phoe> :D
[18:18:30] <etimmons> There's also a "blocked-stream" in the same repo (that does have tests, because it was a pain to write!)
[18:19:01] <etimmons> It reads multiples of some block size from the stream at a time
[18:19:13] <etimmons> Not sure if it's useful for anything other than tar files, though
[18:20:54] *** Quits: OlCe (~user@amontsouris-654-1-45-240.w92-151.abo.wanadoo.fr) (Remote host closed the connection)
[18:24:05] *** Joins: waleee (~waleee@2001:9b0:21d:fc00:398f:b003:b90d:acf4)
[18:24:29] *** Quits: kevingal (~quassel@149.157.105.172) (Ping timeout: 256 seconds)
[18:26:57] *** Quits: domovod (~domovod@176.196.122.197) (Ping timeout: 240 seconds)
[18:27:23] *** Joins: domovod (~domovod@ec2-35-165-86-158.us-west-2.compute.amazonaws.com)
[18:33:53] *** Joins: artchad (~user@public-gprs221196.centertel.pl)
[18:35:50] *** Joins: lisp123 (~lisp123@5.30.23.247)
[18:35:55] *** Quits: aeth (~aeth@user/aeth) (Ping timeout: 256 seconds)
[18:37:51] *** Joins: aeth (~aeth@user/aeth)
[18:40:15] *** Quits: tyson2 (~user@bras-base-toroon0624w-grc-17-50-101-91-98.dsl.bell.ca) (Remote host closed the connection)
[18:40:55] *** Quits: lisp123 (~lisp123@5.30.23.247) (Ping timeout: 256 seconds)
[18:42:20] *** Quits: NotThatRPG (~NotThatRP@162-219-230-90.fttp.usinternet.com) (Read error: Connection reset by peer)
[18:42:48] *** Joins: NotThatRPG (~NotThatRP@162-219-230-90.fttp.usinternet.com)
[18:44:03] *** Joins: lisp123 (~lisp123@5.30.23.247)
[18:50:37] *** Quits: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475) (Ping timeout: 240 seconds)
[18:51:05] *** Joins: OlCe (~user@amontsouris-654-1-45-240.w92-151.abo.wanadoo.fr)
[18:52:43] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[18:57:27] *** Quits: domovod (~domovod@ec2-35-165-86-158.us-west-2.compute.amazonaws.com) (Ping timeout: 256 seconds)
[18:59:07] *** Joins: domovod (~domovod@176.196.122.197)
[19:00:54] *** Joins: kevingal (~quassel@2001:770:c0:401:31d7:f824:9832:740a)
[19:04:33] *** Quits: Grauwolf (~grauwolf@user/grauwolf) (Quit: WeeChat 3.3)
[19:13:19] *** Quits: rain3 (~rain3___@2a02:2f09:d113:6d00:6f23:fba2:d834:1a7) (Ping timeout: 256 seconds)
[19:30:10] *** Quits: sepanko (~sepanko@user/sepanko) (Quit: You have been kicked for being idle)
[19:31:15] <NotThatRPG> Xach: ping?
[19:33:11] *** Joins: tyson2 (~user@bras-base-toroon0624w-grc-17-50-101-91-98.dsl.bell.ca)
[19:34:17] *** Quits: rotateq (~user@p200300e78706a00050f72feb644e2401.dip0.t-ipconnect.de) (Ping timeout: 256 seconds)
[19:37:14] *** Quits: lisp123 (~lisp123@5.30.23.247) (Remote host closed the connection)
[19:47:13] *** Quits: NotThatRPG (~NotThatRP@162-219-230-90.fttp.usinternet.com) (Read error: Connection reset by peer)
[19:47:47] *** Joins: NotThatRPG (~NotThatRP@162-219-230-90.fttp.usinternet.com)
[19:51:09] *** Joins: rotateq (~user@p200300e78706a00050f72feb644e2401.dip0.t-ipconnect.de)
[19:52:07] <Xach> NotThatRPG: hello
[19:53:11] *** Joins: Guest7457 (~Guest74@modemcable110.164-177-173.mc.videotron.ca)
[19:55:04] <NotThatRPG> Hi. I have a bugfix in the current main for ASDF, and I would like to test the topic branch against QL before merging. I'm afraid I've lost track of how to do that.
[19:55:50] <Xach> NotThatRPG: what does it mean to test against QL to you?
[19:56:33] <NotThatRPG> I was thinking of whatever you do. Do you just build everything, or do you also run `test-operation` where it's available?
[19:57:22] <NotThatRPG> The problem is that there seems to be a mild bug in UIOP:DEFINE-PACKAGE, and it's hard for me to guess if it's something we need to be bug-compatible with
[19:57:40] *** Joins: wheelsucker (~user@2600:8801:8c24:d000::8e14)
[19:58:12] <NotThatRPG> It seems like a simple oversight, and also something that would be hard to be depending on, but...
[19:58:14] *** Joins: anticomputer_ (~anticompu@gateway/tor-sasl/anticomputer)
[19:58:34] *** Quits: anticomputer (~anticompu@gateway/tor-sasl/anticomputer) (Quit: quit)
[19:58:42] <Xach> NotThatRPG: I can't really recommend doing what I do, as it requires a lot of manual setup (that should be, but is not, automated). but if it works for you, i can run the test in my system for you and report the results. i would have something to report later today.
[19:59:09] <NotThatRPG> Oh, that would be great. Should I give you the topic branch pointer for ASDF?
[19:59:53] <Xach> NotThatRPG: sure
[20:00:22] <Xach> NotThatRPG: if you wanted to test locally, the "qlmapper" project on github is probably a better option than what i do
[20:01:20] *** Joins: sloanr (~user@70-59-77-137.mpls.qwest.net)
[20:01:43] <NotThatRPG> I'll have a look at that, but I may not have the computational resources configured RN.  When I look at "checkout branch" on gitlab, they give me: `git checkout -b 'uiop-docstring' 'origin/uiop-docstring'` (after a fetch, of course) if you have an ASDF clone.
[20:11:43] *** Quits: Guest7457 (~Guest74@modemcable110.164-177-173.mc.videotron.ca) (Quit: Connection closed)
[20:12:45] <NotThatRPG> I'll try to be around all day, but might be better to send me an email when you are done. Meanwhile I will check our server and see if I can make qlmapper work there.
[20:12:54] *** Joins: azimut_ (~azimut@gateway/tor-sasl/azimut)
[20:13:05] *** Joins: Guest7471 (~Guest74@modemcable110.164-177-173.mc.videotron.ca)
[20:13:46] *** Joins: alejandrozf (~user@190.191.153.68)
[20:13:48] *** Quits: azimut (~azimut@gateway/tor-sasl/azimut) (Ping timeout: 276 seconds)
[20:14:33] <jackdaniel> NotThatRPG: cl-test-grid perhaps?
[20:15:34] <NotThatRPG> Now I have to go back to zooming all day long.
[20:15:39] <jackdaniel> that's what I use to compare ecl between releases (or between different build options)
[20:15:52] <NotThatRPG> @jackdaniel: I wasn't sure what the status of that was these days. Haven't used it in a long time
[20:15:53] <jackdaniel> https://github.com/cl-test-grid/cl-test-grid indespensible tool
[20:17:50] <NotThatRPG> @jackdaniel: Reading over the cl-test-grid docs, I'm not sure how I would submit a job for this, but I probably need to carefully read docs for the agent
[20:18:09] *** Quits: OlCe (~user@amontsouris-654-1-45-240.w92-151.abo.wanadoo.fr) (Ping timeout: 256 seconds)
[20:18:50] <jackdaniel> there are some examples too and avodonosov is very responsive and helpful; but sure, docs are probably the right thing to read
[20:20:30] <NotThatRPG> Looks like I would have to have a locally configured system able to run all the tests, and then I would have to push them to cl-test-grid so I could make a comparison.
[20:21:31] <jackdaniel> sounds about right, yes
[20:23:04] <NotThatRPG> Unfortunately, very likely something I can't get done right away because of pressure of paid work, but I will try.
[20:24:05] <NotThatRPG> Thought: it might be nice to have the CL foundation set up an agent runner. They might be able to do the tests with the commercial lisps like Allegro and LispWorks on their end and post results to the grid, since they wouldn't have to expose their license secrets.
[20:24:06] <jackdaniel> afair files run-agent.sh.sample and run-agent.sample.lisp are self-descriptive enough to start from there
[20:26:54] *** Joins: mister_m (~user@c-73-110-154-209.hsd1.il.comcast.net)
[20:31:06] *** Joins: Catie (~user@user/catie)
[20:32:05] *** Quits: rotateq (~user@p200300e78706a00050f72feb644e2401.dip0.t-ipconnect.de) (Ping timeout: 256 seconds)
[20:35:57] *** Quits: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475) (Ping timeout: 240 seconds)
[20:37:54] *** Joins: lisp123 (~lisp123@5.30.23.247)
[20:42:28] <jackdaniel> phantomics: congrats for the new release of april
[20:42:54] <phantomics> Thanks jackdaniel
[20:43:05] *** Quits: lisp123 (~lisp123@5.30.23.247) (Ping timeout: 256 seconds)
[20:43:25] <Josh_2> phantomics: Does April make use of compiler macros?
[20:44:13] <phantomics> Josh_2: yes, very many
[20:44:43] <phantomics> jackdaniel: any update on acos? Heard you've been sick, hope you're better now
[20:45:27] <jackdaniel> yes, I still need to stay at home , but I've brought my workstation here. I'm feeling much better now, thanks
[20:45:40] <Bike> glad to hear it
[20:45:45] <phantomics> Good news
[20:45:51] <jackdaniel> :)
[20:46:23] <jackdaniel> re acos, was that about complex float results and signed 0?
[20:46:49] *** Quits: igemnace (~ian@user/igemnace) (Ping timeout: 256 seconds)
[20:46:56] *** Joins: Oladon (~olad@98.43.81.226)
[20:47:15] <jackdaniel> if so, then Marius argues that what we do is in fact /more/ consistent -- see https://gitlab.com/embeddable-common-lisp/ecl/-/merge_requests/266
[20:48:51] <jackdaniel> (and I'm OK with this rationale, the only remarks I had were about documentation, I still need to re-review it)
[20:51:31] <phantomics> In my case, I was just giving it (acos 2), I guess the +0.0i part is inferred
[20:52:23] *** Joins: OlCe (~user@amontsouris-654-1-45-240.w92-151.abo.wanadoo.fr)
[20:52:39] <jackdaniel> yes, that is the case
[20:52:45] <phantomics> The other thing is that your fallback function works in the opposite way, which can be confusing
[20:53:24] <jackdaniel> yes, I believe that the pull request fixes that inconsistency (in favor of the declared behavior)
[20:56:04] <phantomics> Ok, I suppose the rationale of following C99 makes sense for ECL. Unfortunate that languages can't agree on a standard. One of my questions about branch cuts in Dyalog APL actually resulted in a Usenet response from the guy who wrote the paper suggesting that branch cut
[20:56:10] *** Joins: alejandr` (~user@190.191.153.68)
[20:56:44] <jackdaniel> I think that common lisp is more underspecified than disagreeing on that subject
[20:57:35] *** Quits: attila_lendvai (~alendvai@catv-176-63-14-84.catv.fixed.vodafone.hu) (Ping timeout: 256 seconds)
[20:57:37] *** Quits: alejandrozf (~user@190.191.153.68) (Ping timeout: 240 seconds)
[20:58:24] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[20:58:33] <phantomics> The only other thing to resolve ECL and ABCL is (rationalize), I'll see if I can get in touch with Bruno Haible about his algo from SBCL
[20:59:38] <jackdaniel> right, I don't think that we've did anything about that yet
[20:59:52] <jackdaniel> (or, to be more precise, I'm not aware of such doing)
[21:00:44] <jackdaniel> but but, I need to catch up with other things too, see you later :) congrats again
[21:00:47] <phantomics> Having rationalize is necessary for complex floor, leading to GCD/LCM of complex numbers
[21:01:00] <phantomics> Appreciate it, glad you're on the mend
[21:02:12] <phantomics> Btw, April now includes a fun ncurses demo application using croatoan which demonstrates the use of convolution kernels for computer graphics, it's in the april/demos/ncurses directory
[21:02:44] <phoe> phantomics: is there a video of it available and/or recordable? asking for YouTube purposes
[21:03:01] *** Quits: Jing (~hedgehog@240e:390:7c53:a7e1:7da5:59e:42b2:ced5) (Quit: My MacBook has gone to sleep. ZZZzzz…)
[21:03:09] <phantomics> I could record one
[21:03:43] *** Quits: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475) (Ping timeout: 256 seconds)
[21:03:47] <phoe> please do! (I'll accept a brief explanation of what's happening under the hood for an OLM video too :D)
[21:05:44] *** Joins: mon_aaraj (~MonAaraj@user/mon-aaraj/x-4416475)
[21:06:20] <phantomics> What's your channel?
[21:07:08] <phoe> https://www.youtube.com/c/OnlineLispMeetings
[21:07:21] <phoe> there's a playlist with all OLM videos so far
[21:07:22] <jkordani> etimmons: thanks!
[21:07:36] <jkordani> :phoe are you talking about making a new CLR book?  or the website
[21:07:43] <phoe> jkordani: the book
[21:07:48] <phoe> or rather, a new edition of it
[21:07:54] <jkordani> sweet!
[21:08:06] *** Joins: snits (~quassel@ip98-179-76-75.ph.ph.cox.net)
[21:08:31] *** Quits: alejandr` (~user@190.191.153.68) (Quit: ERC (IRC client for Emacs 28.0.50))
[21:09:52] *** Joins: ldb (~user@user/ldb)
[21:15:41] *** Quits: domovod (~domovod@176.196.122.197) (Quit: WeeChat 3.4)
[21:18:51] <Guest7471> I'm trying to settle on a config format for window-manager workspaces.  any thoughts on https://pastebin.com/09y1TAJH
[21:19:01] *** Joins: attila_lendvai (~alendvai@2a02:ab88:3710:7c80:9130:5abf:96b3:dc0c)
[21:19:50] <Guest7471> First element is name of the workspace followed by keyword parameters that match the structure.
[21:20:58] <Guest7471> maybe :windows should be :classes?  As it goes by ewmh class and window names can be different?
[21:30:01] *** Quits: ns12 (~ns12@user/ns12) (Quit: bye)
[21:30:55] *** Joins: ns12 (~ns12@user/ns12)
[21:31:29] *** Quits: MajorBiscuit (~MajorBisc@c-001-015-052.client.tudelft.eduvpn.nl) (Ping timeout: 250 seconds)
[21:32:50] *** Joins: Algernon666 (~Algernon6@2a04:cec0:10fa:4cc7:8c47:5652:a14e:1810)
[21:34:57] *** Quits: amb007 (~a_bakic@host.26.88.68.195.rev.coltfrance.com) (Ping timeout: 240 seconds)
[21:35:47] *** Joins: amb007 (~a_bakic@175.15.23.93.rev.sfr.net)
[21:35:49] *** Quits: Algernon91 (~Algernon6@2a04:cec0:10f5:7936:8c47:5652:a14e:1810) (Ping timeout: 250 seconds)
[21:44:51] *** Quits: [w] (~w]@2601:8c1:80:70d0::4b06) (Quit: nyaa~)
[21:49:08] *** Quits: edgar-rft (~edgar-rft@HSI-KBW-109-193-249-223.hsi7.kabel-badenwuerttemberg.de) (Quit: Leaving)
[21:53:35] *** Quits: amb007 (~a_bakic@175.15.23.93.rev.sfr.net) (Ping timeout: 256 seconds)
[21:54:32] *** Joins: amb007 (~a_bakic@99.151.22.93.rev.sfr.net)
[21:55:10] *** Joins: _73 (~user@pool-108-49-252-36.bstnma.fios.verizon.net)
[21:59:13] *** Joins: rgherdt (~rgherdt@2a01:598:d03d:7413:d93:cf16:2283:cb2a)
[22:06:06] *** Joins: rgherdt_ (~rgherdt@2a01:598:b1af:727c:924c:f30e:7ba8:4c4c)
[22:06:31] <_73> Do you guys have personal libraries where you store your own macros, etc and if so how do you deal with integrating your personal library into your projects?
[22:07:16] <Guest7471> same was everything, prefix with package name or local package name.
[22:07:26] <Guest7471> s/was/way as/
[22:08:37] *** Quits: rgherdt (~rgherdt@2a01:598:d03d:7413:d93:cf16:2283:cb2a) (Ping timeout: 240 seconds)
[22:08:44] <_73> what do you call the library?
[22:09:00] <jackdaniel> _73: if they are not available in published libraries I put them in a file utilities.lisp
[22:09:09] <Guest7471> usually use a nickame of u:
[22:09:31] <Guest7471> library is myname-utils.
[22:09:49] <Catie> I do the same as jackdaniel, add them piecemeal to the project as I start using them
[22:09:55] <_73> jackdaniel: And you publish this file to github so other people can still build your project?
[22:10:01] <Guest7471> or what jd: said, especially if i'm using 1 or 2 things.
[22:10:04] <jackdaniel> yes, that file is part of the project
[22:10:41] *** Quits: silasfox (~sbv@p200300cec71e05007be390e80903282d.dip0.t-ipconnect.de) (Ping timeout: 256 seconds)
[22:11:07] *** Joins: rgherdt__ (~rgherdt@tmo-084-1.customers.d1-online.com)
[22:11:25] <_73> ah so you don't put it in its own repository but rather each project has its own utilities.lisp file
[22:11:51] <jackdaniel> exactly
[22:12:13] <Guest7471> i tend to not like that for things that get read a lot or are not obvious.  reading code without package prefixes is horrible for me.
[22:12:22] *** Joins: silasfox (~sbv@p4fe8d839.dip0.t-ipconnect.de)
[22:12:54] <_73> That makes sense because different projects will need different utilities and you can easily just copy paste ones from old projects when they make sense. Thanks.
[22:13:05] <jackdaniel> sure
[22:13:14] *** Joins: rgherdt (~rgherdt@2a01:598:b1b0:a856:30ff:e601:11c2:7c67)
[22:13:37] *** Quits: rgherdt_ (~rgherdt@2a01:598:b1af:727c:924c:f30e:7ba8:4c4c) (Ping timeout: 240 seconds)
[22:16:15] *** Quits: rgherdt__ (~rgherdt@tmo-084-1.customers.d1-online.com) (Ping timeout: 256 seconds)
[22:16:16] *** Joins: rgherdt_ (~rgherdt@tmo-117-2.customers.d1-online.com)
[22:18:05] <Xach> one option is to take over maintenance of a really popular project and then make it depend on your personal utilities. then your utilities will be everywhere.
[22:18:07] *** Joins: rgherdt__ (~rgherdt@2a01:598:b1a4:c639:772d:26a5:3189:a1)
[22:18:37] *** Quits: rgherdt (~rgherdt@2a01:598:b1b0:a856:30ff:e601:11c2:7c67) (Ping timeout: 256 seconds)
[22:21:55] *** Quits: rgherdt_ (~rgherdt@tmo-117-2.customers.d1-online.com) (Ping timeout: 256 seconds)
[22:23:03] *** Quits: rgherdt__ (~rgherdt@2a01:598:b1a4:c639:772d:26a5:3189:a1) (Ping timeout: 250 seconds)
[22:25:02] *** Quits: kevingal (~quassel@2001:770:c0:401:31d7:f824:9832:740a) (Remote host closed the connection)
[22:27:23] *** Quits: Algernon666 (~Algernon6@2a04:cec0:10fa:4cc7:8c47:5652:a14e:1810) (Ping timeout: 250 seconds)
[22:30:14] <Fare> I plead guilty to kind of doing that with ASDF and UIOP.
[22:30:15] *** Quits: amb007 (~a_bakic@99.151.22.93.rev.sfr.net) (Read error: Connection reset by peer)
[22:31:47] *** Joins: amb007 (~a_bakic@102.215.76.86.rev.sfr.net)
[22:35:43] *** Quits: Oladon (~olad@98.43.81.226) (Quit: Leaving.)
[22:37:15] <Fare> (except that UIOP didn't exist beforehand but grew strictly out of functions needed by ASDF itself, except for a couple like delete-directory-tree that were only needed by ASDF's test system but were general purpose and completed the functionality to supersede CL-FAD)
[22:37:33] *** Quits: jkordani (~jkordani@c-69-255-2-251.hsd1.md.comcast.net) (Quit: Client closed)
[22:39:41] *** Joins: lisp123 (~lisp123@5.30.23.247)
[22:41:29] <dlowe> UIOP was fine except for the name :p
[22:42:23] <dlowe> I do feel like it filled a valuable hole, and ASDF needed that stuff anyway
[22:42:26] <jackdaniel> good it is not BNM, ; the comma would be problematic
[22:44:35] *** Quits: lisp123 (~lisp123@5.30.23.247) (Ping timeout: 256 seconds)
[22:44:35] *** Quits: OlCe (~user@amontsouris-654-1-45-240.w92-151.abo.wanadoo.fr) (Ping timeout: 256 seconds)
[22:48:13] <Guest7471> i think JKL; would be more consistent.
[22:50:05] <Fare> I am French, so it'd be JKLM. AZERTY!!!
[22:51:09] <Guest7471> interesting.  'French' keyboards here are still pretty much qwerty.
[22:51:34] <Guest7471> here being Quebec.
[22:54:32] <Fare> That means the language police still has more work to do.
[22:55:33] <Catie> GCRL for the Dvorak users in the audience
[22:58:51] <Guest7471> offtopic but language police is the stupidest idea ever.  Having a decent french education would do more to protect the language, but french education is subpar to any english schooling in the province. Those who attend english school usually speak better french than anybody educated in french schools.
[23:03:57] *** Quits: Fare (~fare@pool-72-94-152-64.phlapa.fios.verizon.net) (Ping timeout: 256 seconds)
[23:04:59] *** Joins: gaqwas (~john@dynamic-095-115-083-146.95.115.pool.telefonica.de)
[23:06:59] *** Joins: ebrasca (~user@librepanther.com)
[23:07:21] *** Quits: Guest7471 (~Guest74@modemcable110.164-177-173.mc.videotron.ca) (Quit: Connection closed)
[23:07:31] *** Joins: aartaka (aartaka@gateway/vpn/protonvpn/aartaka)
[23:14:17] *** Quits: ldb (~user@user/ldb) (Quit: ERC (IRC client for Emacs 27.2))
[23:17:11] *** Quits: gaqwas (~john@dynamic-095-115-083-146.95.115.pool.telefonica.de) (Remote host closed the connection)
[23:25:57] *** Quits: silasfox (~sbv@p4fe8d839.dip0.t-ipconnect.de) (Ping timeout: 256 seconds)
[23:26:16] <jackdaniel> Xach: do you happen to know why bknr-datastore is on sharplispers? I see newer commits in the repository https://github.com/hanshuebner/bknr-datastore
[23:36:09] *** Joins: jeosol (~jeosol@user/jeosol)
[23:41:26] *** Joins: ec (~ec@gateway/tor-sasl/ec)
[23:53:43] *** Quits: hineios (~hineios@a95-93-142-124.cpe.netcabo.pt) (Ping timeout: 256 seconds)
[23:54:03] *** Quits: cage (~cage@94-39-220-187.adsl-ull.clienti.tiscali.it) (Quit: rcirc on GNU Emacs 27.1)
