[00:02:00] *** Quits: ar3itrary (~hacker@2a03:4000:6:8177:2::1) (Quit: No Ping reply in 180 seconds.)
[00:03:09] *** Joins: ar3itrary (~hacker@2a03:4000:6:8177:2::1)
[00:30:04] *** Quits: Zeklyn- (~Zeklyn@zeklyn.net) (Quit: %VPS Died%)
[00:30:25] *** Joins: Zeklyn_ (~Zeklyn@zeklyn.net)
[10:58:07] *** Joins: hubvu_ (sid495858@tinside.irccloud.com)
[10:58:07] *** Joins: crakilda (~quassel@web.pf.ie)
[10:58:07] *** erbium.libera.chat sets mode: +o Swant
[10:58:07] *** Joins: unicron (sid343426@hampstead.irccloud.com)
[10:58:07] *** Joins: lazywalker (~lazywalke@user/lazywalker)
[10:58:07] *** Joins: dslegends (~dslegends@user/dslegends)
[10:58:07] *** Joins: bnf (~ben@user/bnf)
[10:58:07] *** Joins: vogelfrei (vogelfrei@user/vogelfrei)
[10:58:07] *** Joins: kevank_ (~quassel@libera/sponsor/kevank)
[10:58:07] *** Joins: flynn (~mcbloch@user/flynn)
[10:58:07] *** Joins: rmp2 (sid246393@id-246393.helmsley.irccloud.com)
[10:58:07] *** Joins: JSharp (sid4580@id-4580.lymington.irccloud.com)
[10:58:07] *** Joins: kaiomai (sid496890@id-496890.lymington.irccloud.com)
[10:58:07] *** Joins: crc (sid2647@id-2647.uxbridge.irccloud.com)
[10:58:07] *** Joins: torshido (sid249474@fedora/torshido)
[10:58:07] *** Joins: palomino (sid111977@user/palomino)
[10:58:07] *** Joins: symetrix (sid7360@id-7360.lymington.irccloud.com)
[10:58:07] *** Joins: kendfinger (sid12236@id-12236.lymington.irccloud.com)
[10:58:07] *** Joins: Exterminador (sid116151@user/pegasus)
[10:58:07] *** Joins: Kemayo (sid37658@mediawiki/dlynch-wmf)
[10:58:07] *** Joins: bungalow (sid253491@ansible/owner/gundalow)
[10:58:07] *** Joins: nirojan (sid365686@user/nirojan)
[10:58:07] *** Joins: dm (sid41719@user/dman)
[10:58:07] *** Joins: leonardus (sid358597@id-358597.tinside.irccloud.com)
[10:58:07] *** Joins: cloudcell (sid48145@id-48145.tinside.irccloud.com)
[10:58:07] *** Joins: tardyp (sid45259@id-45259.ilkley.irccloud.com)
[10:58:07] *** Joins: jameshjacks0njr_ (sid381910@user/jameshjacks0njr/x-7942062)
[10:58:07] *** Joins: Matthew_ (sid55177@wikimedia/matthewrbowker)
[10:58:07] *** Joins: jessicara (~shirogits@user/jessicara)
[10:58:08] *** Quits: leonardus (sid358597@id-358597.tinside.irccloud.com) (Max SendQ exceeded)
[10:59:37] *** Joins: leonardus (sid358597@tinside.irccloud.com)
[11:00:27] *** Quits: Exterminador (sid116151@user/pegasus) (Ping timeout: 264 seconds)
[11:00:47] *** Joins: CME (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857)
[11:01:45] *** Joins: Exterminador (sid116151@user/pegasus)
[11:18:45] *** Quits: CME (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857) (Ping timeout: 250 seconds)
[11:26:37] *** Joins: CME (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857)
[11:31:19] *** Quits: CME (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857) (Ping timeout: 250 seconds)
[11:31:50] *** Joins: CME (~CME@ip5f5b8acb.dynamic.kabel-deutschland.de)
[11:33:12] *** Quits: hunterk (uid14349@helmsley.irccloud.com) (Quit: Connection closed for inactivity)
[11:34:39] *** Quits: unluckyshrubbery (~unluckysh@45-19-33-188.lightspeed.livnmi.sbcglobal.net) (Quit: ZNC 1.8.2 - https://znc.in)
[11:40:57] *** Quits: NewCliCker_ (uid28463@id-28463.lymington.irccloud.com) ()
[11:42:15] *** Joins: NewCliCker (uid28463@lymington.irccloud.com)
[11:47:57] *** Quits: CME (~CME@ip5f5b8acb.dynamic.kabel-deutschland.de) (Ping timeout: 240 seconds)
[11:48:08] *** Joins: CME_ (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857)
[11:59:29] *** Quits: CME_ (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857) (Ping timeout: 250 seconds)
[12:17:17] *** Joins: CME (~CME@ip5f5b8acb.dynamic.kabel-deutschland.de)
[12:21:35] *** Quits: CME (~CME@ip5f5b8acb.dynamic.kabel-deutschland.de) (Ping timeout: 256 seconds)
[12:28:04] *** Joins: CME (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857)
[12:32:25] *** Quits: CME (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857) (Ping timeout: 250 seconds)
[12:33:09] *** Joins: CME (~CME@2a02:810a:8cc0:6401:ba27:ebff:fe8d:4857)
[12:34:15] *** Quits: obale (~obale@user/obale) (Ping timeout: 276 seconds)
[12:34:31] *** Joins: obale1 (~obale@user/obale)
[13:18:05] *** Quits: tinwood (~tinwood@canonical/tinwood) (Remote host closed the connection)
[13:21:06] *** Joins: tinwood (~tinwood@general.default.akavanagh.uk0.bigv.io)
[13:21:06] *** Quits: tinwood (~tinwood@general.default.akavanagh.uk0.bigv.io) (Changing host)
[13:21:06] *** Joins: tinwood (~tinwood@canonical/tinwood)
[13:21:31] *** Joins: unluckyshrubbery (~unluckysh@45-19-33-188.lightspeed.livnmi.sbcglobal.net)
[13:24:25] *** Joins: plankster_ (~plankster@user/plankers)
[13:24:37] *** Quits: plankster (~plankster@user/plankers) (Ping timeout: 240 seconds)
[14:24:11] *** Joins: Lord_of_Life_ (~Lord@user/lord-of-life/x-2819915)
[14:25:07] *** Quits: Lord_of_Life (~Lord@user/lord-of-life/x-2819915) (Ping timeout: 256 seconds)
[14:25:30] *** Lord_of_Life_ is now known as Lord_of_Life
[15:02:13] *** Quits: calcmandan (~quassel@user/calcmandan) (Quit: Visit me at: gopher://gcpp.world)
[15:02:51] *** Joins: calcmandan (~quassel@user/calcmandan)
[15:05:45] *** Joins: plankster (~plankster@user/plankers)
[15:06:43] *** Quits: plankster_ (~plankster@user/plankers) (Ping timeout: 256 seconds)
[15:25:22] *** Quits: tweska (~tweska@2sk.nl) (Quit: The Lounge - https://thelounge.chat)
[16:33:34] *** Joins: obale (~obale@user/obale)
[16:34:06] *** Quits: obale1 (~obale@user/obale) (Ping timeout: 276 seconds)
[16:55:12] *** Quits: snalty_ (~Shhh@user/snalty) (Remote host closed the connection)
[16:56:48] *** Joins: snalty (~Shhh@user/snalty)
[16:57:27] *** Quits: snalty (~Shhh@user/snalty) (Client Quit)
[16:59:58] *** Joins: snalty (~Shhh@user/snalty)
[17:43:19] *** Joins: shoragan (~shoragan@user/shoragan)
[17:50:04] *** Joins: TheSashmo (~TheSashmo@174.119.184.190)
[17:52:14] *** Quits: TheSashm_ (~TheSashmo@174.119.184.190) (Ping timeout: 250 seconds)
[18:28:26] *** Quits: asix (~Anders@user/asix) (Quit: leaving)
[18:44:08] *** Quits: luke-jr (~luke-jr@user/luke-jr) (Quit: ZNC - http://znc.sourceforge.net)
[18:45:20] *** Joins: luke-jr (~luke-jr@user/luke-jr)
[18:53:13] *** Joins: Sargento (uid523534@wikipedia/Sargento-de-Hierro)
[19:15:26] *** Quits: antlarr (~quassel@38.red-83-34-185.dynamicip.rima-tde.net) (Ping timeout: 250 seconds)
[19:30:20] *** Joins: antlarr (~quassel@38.red-83-34-185.dynamicip.rima-tde.net)
[19:40:33] *** Quits: jbwncster (uid72776@id-72776.helmsley.irccloud.com) (Quit: Connection closed for inactivity)
[19:41:37] *** Joins: tofran (~tofran@bl15-47-228.dsl.telepac.pt)
[20:07:58] *** Quits: Vercas (~Vercas@gateway/tor-sasl/vercas) (Remote host closed the connection)
[20:08:19] *** Joins: Vercas (~Vercas@gateway/tor-sasl/vercas)
[20:20:37] *** Quits: luke-jr (~luke-jr@user/luke-jr) (Quit: ZNC - http://znc.sourceforge.net)
[20:23:21] *** Joins: luke-jr (~luke-jr@user/luke-jr)
[20:23:28] *** Quits: tykling (~tykling@irc.tyknet.dk) (Ping timeout: 268 seconds)
[20:34:36] *** Quits: obale (~obale@user/obale) (Ping timeout: 276 seconds)
[20:34:45] *** Joins: obale1 (~obale@user/obale)
[20:36:52] *** Joins: tykling (~tykling@irc.tyknet.dk)
[20:42:57] *** Quits: Sonar_Guy (~sonarguy@fedora/sonarguy) (Ping timeout: 240 seconds)
[20:43:40] *** Joins: Sonar_Guy (~sonarguy@fedora/sonarguy)
[20:45:50] *** Quits: jumpcutking (uid459573@uxbridge.irccloud.com) (Quit: Connection closed for inactivity)
[20:55:59] *** Joins: jbwncster (uid72776@id-72776.helmsley.irccloud.com)
[21:11:45] *** Quits: Reiner_Unsinn (~quassel@p579d7111.dip0.t-ipconnect.de) (Ping timeout: 256 seconds)
[21:30:20] *** Joins: Despatche (~desp@72.11.37.193)
[22:14:56] *** Joins: Reiner_Unsinn (~quassel@p579d7111.dip0.t-ipconnect.de)
[22:32:20] *** Quits: Vercas (~Vercas@gateway/tor-sasl/vercas) (Remote host closed the connection)
[22:32:40] *** Joins: Vercas (~Vercas@gateway/tor-sasl/vercas)
[22:33:05] *** Quits: Despatche (~desp@72.11.37.193) (Read error: Connection reset by peer)
[23:23:37] *** Quits: ar3itrary (~hacker@2a03:4000:6:8177:2::1) (Ping timeout: 240 seconds)
[23:26:39] *** Joins: ar3itrary (~hacker@2a03:4000:6:8177:2::1)
[23:28:35] *** Joins: Erisa (~Erisa@user/erisa)
[23:36:29] *** Quits: kristjansson (sid126207@tinside.irccloud.com) (Ping timeout: 256 seconds)
[23:36:29] *** Quits: AlexZ (sid12766@wikimedia/Az1568) (Ping timeout: 256 seconds)
[23:38:45] *** Quits: NiKaN (sid385034@helmsley.irccloud.com) (Ping timeout: 256 seconds)
[23:39:11] *** Joins: NiKaN (sid385034@id-385034.helmsley.irccloud.com)
[23:39:19] *** Quits: powermail (uid385576@uxbridge.irccloud.com) (Ping timeout: 256 seconds)
[23:39:51] *** Joins: kristjansson (sid126207@id-126207.tinside.irccloud.com)
[23:39:54] *** Joins: AlexZ (sid12766@wikimedia/Az1568)
[23:40:47] *** Joins: powermail (uid385576@id-385576.uxbridge.irccloud.com)
[23:41:17] *** Quits: Erisa (~Erisa@user/erisa) (Quit: The Lounge - https://thelounge.chat)
[23:41:30] *** Joins: Erisa (~Erisa@user/erisa)
[23:45:37] *** Quits: Tobbi (~Tobbi@2a02:8108:1240:48ec:a82b:45ec:56a1:f24) (Ping timeout: 240 seconds)
[23:50:08] *** Joins: Tobbi (~Tobbi@2a02:8108:1240:48ec:a151:152f:1fb7:8c9f)
[23:56:24] *** Joins: jumpcutking (uid459573@id-459573.uxbridge.irccloud.com)
